subNum	 version	 completed	 trialNo	 easySide	 targPresent	key	 targSide	 RT	 accuracy	 var	 con
26	 T	2	45	 L	0	 r	 x	2.248	1	 x	 half
26	 T	2	46	 x	1	 l	 right	1.655	1	6	 full
26	 T	2	47	 x	0	 r	 x	2.248	1	6	 full
26	 T	2	48	 x	1	 r	 right	2.428	0	1.7	 full
26	 T	2	49	 R	0	 r	 x	3.228	1	 x	 half
26	 T	2	50	 x	1	 l	 right	1.77	1	6	 full
26	 T	2	51	 L	0	 r	 x	2.498	1	 x	 half
26	 T	2	52	 x	0	 r	 x	2.539	1	6	 full
26	 T	2	53	 x	1	 l	 left	1.789	1	6	 full
26	 T	2	54	 x	1	 l	 right	1.849	1	6	 full
26	 T	2	55	 L	1	 l	 left	1.82	1	 x	 half
26	 T	2	56	 x	0	 r	 x	3.068	1	1.7	 full
26	 T	2	57	 x	1	 l	 right	2.889	1	1.7	 full
26	 T	2	58	 R	0	 r	 x	2.439	1	 x	 half
26	 T	2	59	 L	0	 r	 x	2.298	1	 x	 half
26	 T	2	60	 x	1	 l	 right	3.056	1	1.7	 full
26	 T	2	61	 x	0	 r	 x	2.618	1	1.7	 full
26	 T	2	62	 x	0	 r	 x	2.647	1	1.7	 full
26	 T	2	63	 x	1	 x	 right	5.376	1	1.7	 full
26	 T	2	64	 x	1	 r	 right	2.2	0	1.7	 full
26	 T	2	65	 x	1	 x	 left	4.883	1	1.7	 full
26	 T	2	66	 x	1	 l	 right	1.789	1	6	 full
26	 T	2	67	 x	1	 l	 right	1.738	1	6	 full
26	 T	2	68	 x	0	 r	 x	2.299	1	6	 full
26	 T	2	69	 L	1	 l	 right	2.729	1	 x	 half
26	 T	2	70	 x	1	 l	 left	1.709	1	6	 full
26	 T	2	71	 x	1	 l	 left	1.64	1	6	 full
26	 T	2	72	 x	1	 l	 right	1.789	1	6	 full
26	 T	2	73	 x	1	 l	 left	1.769	1	6	 full
26	 T	2	74	 x	0	 x	 x	5.375	1	1.7	 full
26	 T	2	75	 x	0	 r	 x	2.097	1	6	 full
26	 T	2	76	 x	0	 r	 x	2.627	1	6	 full
26	 T	2	77	 R	1	 x	 left	5.236	1	 x	 half
26	 T	2	78	 x	1	 l	 right	1.837	1	1.7	 full
26	 T	2	79	 x	1	 r	 left	2.508	0	1.7	 full
26	 T	2	80	 x	0	 r	 x	3.105	1	1.7	 full
26	 T	2	81	 x	0	 r	 x	1.959	1	6	 full
26	 T	2	82	 x	1	 l	 right	1.879	1	6	 full
26	 T	2	83	 L	0	 x	 x	4.467	1	 x	 half
26	 T	2	84	 L	0	 r	 x	2.938	1	 x	 half
26	 T	2	85	 x	0	 r	 x	1.969	1	6	 full
26	 T	2	86	 x	1	 l	 right	1.978	1	1.7	 full
26	 T	2	87	 x	1	 l	 left	1.868	1	6	 full
26	 T	2	88	 x	0	 r	 x	2.138	1	6	 full
26	 T	2	89	 x	1	 r	 left	2.698	0	1.7	 full
26	 T	2	90	 x	0	 r	 x	2.168	1	6	 full
26	 T	2	91	 x	0	 r	 x	2.049	1	6	 full
26	 T	2	92	 x	1	 x	 left	4.417	1	1.7	 full
26	 T	2	93	 x	0	 x	 x	4.297	1	1.7	 full
26	 T	2	94	 L	1	 x	 right	4.188	1	 x	 half
26	 T	2	95	 L	1	 r	 right	2.379	0	 x	 half
26	 T	2	96	 x	0	 x	 x	4.601	1	1.7	 full
26	 T	2	97	 x	1	 l	 left	2.777	1	1.7	 full
26	 T	2	98	 x	0	 r	 x	3.228	1	1.7	 full
26	 T	2	99	 R	1	 l	 right	1.883	1	 x	 half
26	 T	2	100	 x	0	 r	 x	2.189	1	6	 full
26	 T	2	101	 x	0	 r	 x	2.767	1	1.7	 full
26	 T	2	102	 L	0	 x	 x	6.463	1	 x	 half
26	 T	2	103	 x	1	 l	 left	2.007	1	1.7	 full
26	 T	2	104	 R	0	 r	 x	3.187	1	 x	 half
26	 T	2	105	 L	1	 l	 left	1.798	1	 x	 half
26	 T	2	106	 R	1	 l	 right	1.749	1	 x	 half
26	 T	2	107	 x	1	 l	 right	1.669	1	6	 full
26	 T	2	108	 x	1	 l	 left	1.648	1	6	 full
26	 T	2	109	 x	0	 r	 x	2.389	1	1.7	 full
26	 T	2	110	 x	1	 l	 left	1.889	1	6	 full
26	 T	2	111	 L	0	 x	 x	6.263	1	 x	 half
26	 T	2	112	 L	1	 l	 left	1.758	1	 x	 half
26	 T	2	113	 x	0	 r	 x	1.999	1	6	 full
26	 T	2	114	 x	0	 r	 x	1.949	1	6	 full
26	 T	2	115	 x	1	 l	 left	1.717	1	6	 full
26	 T	2	116	 L	0	 x	 x	4.996	1	 x	 half
26	 T	2	117	 L	1	 l	 left	2.138	1	 x	 half
26	 T	2	118	 x	0	 x	 x	5.736	1	1.7	 full
26	 T	2	119	 R	0	 r	 x	3.039	1	 x	 half
26	 T	2	120	 R	0	 r	 x	2.919	1	 x	 half
26	 T	2	121	 x	1	 r	 left	2.767	0	1.7	 full
26	 T	2	122	 x	0	 r	 x	2.009	1	6	 full
26	 T	2	123	 x	1	 l	 left	1.648	1	6	 full
26	 T	2	124	 x	0	 r	 x	3.257	1	1.7	 full
26	 T	2	125	 x	1	 l	 right	1.86	1	6	 full
26	 T	2	126	 R	1	 r	 left	2.357	0	 x	 half
26	 T	2	127	 x	0	 r	 x	2.518	1	1.7	 full
26	 T	2	128	 L	1	 l	 right	2.558	1	 x	 half
26	 T	2	129	 R	0	 x	 x	4.677	1	 x	 half
26	 T	2	130	 x	1	 l	 left	1.938	1	1.7	 full
26	 T	2	131	 x	1	 l	 right	1.749	1	6	 full
26	 T	2	132	 R	1	 l	 right	1.839	1	 x	 half
26	 T	2	133	 L	1	 l	 left	1.779	1	 x	 half
26	 T	2	134	 x	0	 r	 x	2.129	1	6	 full
26	 T	2	135	 R	0	 r	 x	2.847	1	 x	 half
26	 T	2	136	 x	0	 x	 x	5.493	1	1.7	 full
26	 T	2	137	 x	1	 x	 right	5.007	1	1.7	 full
26	 T	2	138	 L	0	 r	 x	3.189	1	 x	 half
26	 T	2	139	 x	0	 r	 x	1.879	1	6	 full
26	 T	2	140	 x	0	 r	 x	3.078	1	1.7	 full
26	 T	2	141	 L	1	 l	 left	1.929	1	 x	 half
26	 T	2	142	 x	0	 l	 x	2.778	0	1.7	 full
26	 T	2	143	 x	0	 r	 x	1.878	1	6	 full
26	 T	2	144	 L	0	 r	 x	2.559	1	 x	 half
26	 T	2	145	 L	0	 x	 x	6.071	1	 x	 half
26	 T	2	146	 x	0	 r	 x	3.097	1	1.7	 full
26	 T	2	147	 x	1	 l	 right	1.754	1	6	 full
26	 T	2	148	 x	0	 r	 x	1.968	1	6	 full
26	 T	2	149	 x	0	 r	 x	2.957	1	1.7	 full
26	 T	2	150	 R	0	 r	 x	2.538	1	 x	 half
26	 T	2	151	 L	1	 l	 left	1.769	1	 x	 half
26	 T	2	152	 x	1	 l	 right	3.038	1	1.7	 full
26	 T	2	153	 x	1	 l	 right	1.762	1	6	 full
26	 T	2	154	 x	0	 r	 x	3.143	1	1.7	 full
26	 T	2	155	 L	0	 r	 x	3.009	1	 x	 half
26	 T	2	156	 L	1	 l	 left	1.899	1	 x	 half
26	 T	2	157	 x	1	 l	 right	1.939	1	6	 full
26	 T	2	158	 x	0	 r	 x	2.979	1	1.7	 full
26	 T	2	159	 x	0	 r	 x	2.049	1	6	 full
26	 T	2	160	 x	0	 r	 x	1.834	1	6	 full
26	 T	2	161	 L	0	 x	 x	4.917	1	 x	 half
26	 T	2	162	 x	0	 r	 x	2.587	1	1.7	 full
26	 T	2	163	 L	0	 r	 x	2.556	1	 x	 half
26	 T	2	164	 R	0	 r	 x	2.828	1	 x	 half
26	 T	2	165	 R	0	 r	 x	3.006	1	 x	 half
26	 T	2	166	 x	1	 r	 left	4.827	0	1.7	 full
26	 T	2	167	 x	0	 r	 x	3.048	1	1.7	 full
26	 T	2	168	 L	0	 x	 x	4.997	1	 x	 half
26	 T	2	169	 x	1	 l	 right	2.17	1	1.7	 full
26	 T	2	170	 x	0	 r	 x	2.188	1	1.7	 full
26	 T	2	171	 x	1	 l	 right	1.669	1	6	 full
26	 T	2	172	 x	1	 l	 left	1.689	1	6	 full
26	 T	2	173	 x	0	 r	 x	2.759	1	1.7	 full
26	 T	2	174	 x	0	 r	 x	2.587	1	1.7	 full
26	 T	2	175	 x	0	 r	 x	1.88	1	6	 full
26	 T	2	176	 x	1	 l	 left	2.398	1	1.7	 full
26	 T	2	177	 R	0	 r	 x	2.847	1	 x	 half
26	 T	2	178	 x	1	 l	 right	2.539	1	1.7	 full
26	 T	2	179	 x	0	 r	 x	2.608	1	1.7	 full
26	 T	2	180	 R	1	 x	 left	5.125	1	 x	 half
26	 T	2	181	 x	0	 r	 x	2.117	1	1.7	 full
26	 T	2	182	 L	1	 l	 left	1.926	1	 x	 half
26	 T	2	183	 L	0	 r	 x	2.581	1	 x	 half
26	 T	2	184	 R	0	 r	 x	3.163	1	 x	 half
26	 T	2	185	 L	1	 l	 left	1.798	1	 x	 half
26	 T	2	186	 x	1	 l	 left	1.855	1	6	 full
26	 T	2	187	 x	0	 r	 x	2.059	1	6	 full
26	 T	2	188	 x	0	 r	 x	1.79	1	6	 full
26	 T	2	189	 R	1	 l	 right	1.859	1	 x	 half
26	 T	2	190	 x	1	 r	 left	2.668	0	1.7	 full
26	 T	2	191	 L	1	 l	 left	1.82	1	 x	 half
26	 T	2	192	 x	0	 r	 x	3.225	1	1.7	 full
26	 T	2	193	 x	0	 r	 x	2.459	1	6	 full
26	 T	2	194	 x	0	 r	 x	1.849	1	6	 full
26	 T	2	195	 L	1	 l	 right	2.298	1	 x	 half
26	 T	2	196	 x	1	 l	 left	1.799	1	6	 full
26	 T	2	197	 L	1	 l	 left	1.686	1	 x	 half
26	 T	2	198	 R	0	 r	 x	2.506	1	 x	 half
26	 T	2	199	 x	1	 l	 right	1.778	1	6	 full
26	 T	2	200	 L	0	 r	 x	2.328	1	 x	 half
26	 T	2	201	 x	1	 l	 left	1.658	1	6	 full
26	 T	2	202	 R	1	 l	 left	2.058	1	 x	 half
26	 T	2	203	 x	1	 l	 left	1.89	1	6	 full
26	 T	2	204	 x	0	 r	 x	2.697	1	1.7	 full
26	 T	2	205	 R	1	 l	 left	3.158	1	 x	 half
26	 T	2	206	 x	0	 r	 x	1.789	1	6	 full
26	 T	2	207	 x	1	 l	 left	1.779	1	6	 full
26	 T	2	208	 x	1	 r	 right	3.227	0	1.7	 full
26	 T	2	209	 x	0	 r	 x	3.033	1	1.7	 full
26	 T	2	210	 x	1	 l	 left	1.649	1	6	 full
26	 T	2	211	 x	1	 r	 right	2.667	0	1.7	 full
26	 T	2	212	 x	1	 l	 left	1.649	1	6	 full
26	 T	2	213	 x	0	 r	 x	1.829	1	6	 full
26	 T	2	214	 x	0	 r	 x	1.739	1	6	 full
26	 T	2	215	 x	1	 x	 right	4.737	1	1.7	 full
26	 T	2	216	 x	0	 r	 x	3.228	1	1.7	 full
26	 T	2	217	 x	0	 r	 x	1.939	1	6	 full
26	 T	2	218	 x	1	 l	 right	1.95	1	1.7	 full
26	 T	2	219	 R	0	 r	 x	2.597	1	 x	 half
26	 T	2	220	 x	1	 r	 left	2.923	0	1.7	 full
26	 T	2	221	 R	1	 l	 right	2.658	1	 x	 half
26	 T	2	222	 x	1	 l	 left	1.779	1	6	 full
26	 T	2	223	 x	0	 r	 x	2.152	1	6	 full
26	 T	2	224	 R	1	 l	 right	1.888	1	 x	 half
26	 T	2	225	 L	0	 r	 x	3.247	1	 x	 half
26	 T	2	226	 x	0	 r	 x	3.143	1	1.7	 full
26	 T	2	227	 x	1	 r	 left	2.466	0	1.7	 full
26	 T	2	228	 x	1	 x	 right	6.225	1	1.7	 full
26	 T	2	229	 x	0	 r	 x	2.808	1	1.7	 full
26	 T	2	230	 x	1	 x	 right	4.417	1	1.7	 full
26	 T	2	231	 L	0	 r	 x	2.479	1	 x	 half
26	 T	2	232	 L	1	 l	 left	1.729	1	 x	 half
26	 T	2	233	 R	0	 r	 x	2.948	1	 x	 half
26	 T	2	234	 R	0	 r	 x	3.148	1	 x	 half
26	 T	2	235	 L	1	 l	 left	1.807	1	 x	 half
26	 T	2	236	 R	0	 r	 x	2.119	1	 x	 half
26	 T	2	237	 L	1	 r	 right	2.189	0	 x	 half
26	 T	2	238	 x	0	 x	 x	4.186	1	1.7	 full
26	 T	2	239	 x	0	 r	 x	1.806	1	6	 full
26	 T	2	240	 R	1	 r	 left	2.699	0	 x	 half
26	 N	1	1	 x	1	 l	 right	19.75	1	6	 full
26	 N	1	2	 x	1	 r	 left	8.83	0	6	 full
26	 N	1	3	 R	0	 r	 x	19.679	1	 x	 half
26	 N	1	4	 x	0	 r	 x	28.993	1	1.7	 full
26	 N	1	5	 R	0	 r	 x	41.847	1	 x	 half
26	 N	1	6	 x	1	 l	 right	24.848	1	1.7	 full
26	 N	1	7	 x	1	 l	 left	6.75	1	6	 full
26	 N	1	8	 x	1	 l	 left	3.328	1	6	 full
26	 N	1	9	 x	0	 r	 x	31.568	1	6	 full
26	 N	1	10	 L	0	 r	 x	12.769	1	 x	 half
26	 N	1	11	 x	0	 r	 x	5.928	1	6	 full
26	 N	1	12	 R	0	 r	 x	10.881	1	 x	 half
26	 N	1	13	 x	1	 r	 right	6.074	0	1.7	 full
26	 N	1	14	 L	0	 r	 x	13.078	1	 x	 half
26	 N	1	15	 x	1	 r	 left	18.335	0	1.7	 full
26	 N	1	16	 R	1	 l	 right	2.977	1	 x	 half
26	 N	1	17	 x	1	 r	 left	12.529	0	1.7	 full
26	 N	1	18	 x	0	 r	 x	14.007	1	6	 full
26	 N	1	19	 L	0	 r	 x	16.757	1	 x	 half
26	 N	1	20	 x	1	 r	 left	10.652	0	1.7	 full
26	 N	1	21	 x	0	 r	 x	12.75	1	6	 full
26	 N	1	22	 R	1	 l	 right	13.061	1	 x	 half
26	 N	1	23	 R	1	 l	 right	3.813	1	 x	 half
26	 N	1	24	 x	1	 l	 left	2.611	1	6	 full
26	 N	1	25	 R	1	 r	 left	14.62	0	 x	 half
26	 N	1	26	 L	0	 r	 x	20.312	1	 x	 half
26	 N	1	27	 x	0	 r	 x	7.954	1	6	 full
26	 N	1	28	 L	1	 l	 left	3.383	1	 x	 half
26	 N	1	29	 x	0	 r	 x	9.719	1	6	 full
26	 N	1	30	 x	1	 l	 left	2.584	1	1.7	 full
26	 N	1	31	 x	0	 r	 x	13.812	1	1.7	 full
26	 N	1	32	 x	1	 l	 right	2.226	1	6	 full
26	 N	1	33	 x	0	 r	 x	10.64	1	1.7	 full
26	 N	1	34	 x	0	 r	 x	6.862	1	1.7	 full
26	 N	1	35	 x	1	 l	 left	4.28	1	1.7	 full
26	 N	1	36	 x	0	 r	 x	8.953	1	1.7	 full
26	 N	1	37	 L	0	 r	 x	7.186	1	 x	 half
26	 N	1	38	 R	1	 l	 right	2.715	1	 x	 half
26	 N	1	39	 x	0	 r	 x	9.615	1	1.7	 full
26	 N	1	40	 L	1	 r	 right	8.101	0	 x	 half
26	 N	1	41	 x	1	 r	 left	8.962	0	1.7	 full
26	 N	1	42	 x	1	 l	 left	2.668	1	1.7	 full
26	 N	1	43	 x	0	 r	 x	9.853	1	1.7	 full
26	 N	1	44	 x	1	 r	 right	8.48	0	1.7	 full
26	 N	1	45	 x	1	 l	 right	2.363	1	6	 full
26	 N	1	46	 x	1	 l	 right	1.943	1	6	 full
26	 N	1	47	 L	1	 l	 left	2.35	1	 x	 half
26	 N	1	48	 x	0	 r	 x	12.628	1	1.7	 full
26	 N	1	49	 R	1	 l	 right	2.179	1	 x	 half
26	 N	1	50	 x	1	 l	 left	2.537	1	1.7	 full
26	 N	1	51	 x	0	 r	 x	10.939	1	1.7	 full
26	 N	1	52	 x	0	 r	 x	8.547	1	6	 full
26	 N	1	53	 L	0	 r	 x	10.261	1	 x	 half
26	 N	1	54	 R	0	 r	 x	10.992	1	 x	 half
26	 N	1	55	 x	0	 r	 x	9.593	1	1.7	 full
26	 N	1	56	 x	0	 r	 x	7.06	1	1.7	 full
26	 N	1	57	 L	0	 r	 x	4.006	1	 x	 half
26	 N	1	58	 L	1	 l	 left	2.169	1	 x	 half
26	 N	1	59	 x	0	 r	 x	5.613	1	6	 full
26	 N	1	60	 x	0	 r	 x	4.826	1	6	 full
26	 N	1	61	 L	1	 l	 left	2.219	1	 x	 half
26	 N	1	62	 x	0	 r	 x	5.794	1	1.7	 full
26	 N	1	63	 x	1	 r	 left	7.324	0	1.7	 full
26	 N	1	64	 L	0	 r	 x	4.188	1	 x	 half
26	 N	1	65	 R	0	 r	 x	9.932	1	 x	 half
26	 N	1	66	 x	0	 r	 x	10.2	1	1.7	 full
26	 N	1	67	 x	1	 r	 right	8.582	0	1.7	 full
26	 N	1	68	 x	0	 r	 x	10.792	1	1.7	 full
26	 N	1	69	 x	0	 r	 x	7.755	1	1.7	 full
26	 N	1	70	 x	1	 r	 left	15.248	0	1.7	 full
26	 N	1	71	 R	0	 r	 x	10.21	1	 x	 half
26	 N	1	72	 L	1	 l	 left	4.027	1	 x	 half
26	 N	1	73	 R	0	 r	 x	6.605	1	 x	 half
26	 N	1	74	 x	0	 r	 x	4.257	1	6	 full
26	 N	1	75	 x	1	 l	 right	2.316	1	6	 full
26	 N	1	76	 x	1	 l	 right	5.665	1	1.7	 full
26	 N	1	77	 x	1	 l	 left	2.188	1	6	 full
26	 N	1	78	 R	0	 r	 x	8.443	1	 x	 half
26	 N	1	79	 R	1	 l	 right	2.238	1	 x	 half
26	 N	1	80	 x	0	 r	 x	12.469	1	1.7	 full
26	 N	1	81	 x	1	 l	 left	2.977	1	6	 full
26	 N	1	82	 x	0	 r	 x	8.441	1	6	 full
26	 N	1	83	 x	0	 r	 x	4.607	1	6	 full
26	 N	1	84	 x	0	 r	 x	6.133	1	6	 full
26	 N	1	85	 x	0	 r	 x	4.787	1	6	 full
26	 N	1	86	 R	0	 r	 x	7.114	1	 x	 half
26	 N	1	87	 L	1	 l	 left	2.018	1	 x	 half
26	 N	1	88	 x	1	 l	 right	4.104	1	1.7	 full
26	 N	1	89	 R	0	 r	 x	7.81	1	 x	 half
26	 N	1	90	 x	1	 r	 right	7.643	0	1.7	 full
26	 N	1	91	 x	1	 r	 left	11.4	0	1.7	 full
26	 N	1	92	 x	0	 r	 x	9.023	1	6	 full
26	 N	1	93	 R	1	 r	 left	7.044	0	 x	 half
26	 N	1	94	 x	0	 r	 x	13.209	1	1.7	 full
26	 N	1	95	 R	0	 r	 x	10.06	1	 x	 half
26	 N	1	96	 x	1	 l	 right	2.095	1	6	 full
26	 N	1	97	 x	1	 l	 left	9.583	1	1.7	 full
26	 N	1	98	 x	0	 r	 x	9.052	1	1.7	 full
26	 N	1	99	 x	1	 l	 left	2.018	1	6	 full
26	 N	1	100	 x	1	 l	 right	2.165	1	6	 full
26	 N	1	101	 x	1	 l	 right	2.128	1	1.7	 full
26	 N	1	102	 x	0	 r	 x	6.095	1	6	 full
26	 N	1	103	 L	1	 l	 right	5.474	1	 x	 half
26	 N	1	104	 x	1	 r	 right	9.512	0	1.7	 full
26	 N	1	105	 L	1	 r	 right	9.217	0	 x	 half
26	 N	1	106	 x	1	 r	 right	13.958	0	1.7	 full
26	 N	1	107	 x	0	 r	 x	5.974	1	6	 full
26	 N	1	108	 L	1	 l	 right	2.186	1	 x	 half
26	 N	1	109	 x	0	 r	 x	5.196	1	6	 full
26	 N	1	110	 x	0	 r	 x	4.752	1	6	 full
26	 N	1	111	 L	0	 r	 x	9.203	1	 x	 half
26	 N	1	112	 x	1	 r	 left	13.658	0	1.7	 full
26	 N	1	113	 R	1	 l	 right	2.647	1	 x	 half
26	 N	1	114	 x	0	 r	 x	4.025	1	6	 full
26	 N	1	115	 x	0	 r	 x	9.143	1	1.7	 full
26	 N	1	116	 x	1	 l	 right	2.034	1	6	 full
26	 N	1	117	 x	1	 l	 right	1.989	1	6	 full
26	 N	1	118	 x	1	 r	 left	13.379	0	1.7	 full
26	 N	1	119	 x	1	 r	 right	18.282	0	1.7	 full
26	 N	1	120	 L	0	 r	 x	8.066	1	 x	 half
26	 N	1	121	 L	1	 l	 left	2.429	1	 x	 half
26	 N	1	122	 x	0	 r	 x	7.858	1	1.7	 full
26	 N	1	123	 R	0	 r	 x	12.38	1	 x	 half
26	 N	1	124	 x	1	 l	 right	2.178	1	6	 full
26	 N	1	125	 x	0	 r	 x	3.817	1	6	 full
26	 N	1	126	 x	1	 l	 right	4.595	1	1.7	 full
26	 N	1	127	 x	1	 l	 right	9.022	1	1.7	 full
26	 N	1	128	 x	1	 l	 left	2.627	1	1.7	 full
26	 N	1	129	 x	0	 r	 x	18.024	1	1.7	 full
26	 N	1	130	 R	1	 r	 left	9.182	0	 x	 half
26	 N	1	131	 x	0	 r	 x	5.226	1	6	 full
26	 N	1	132	 x	1	 l	 right	2.592	1	1.7	 full
26	 N	1	133	 x	1	 l	 left	3.63	1	1.7	 full
26	 N	1	134	 L	1	 l	 left	2.627	1	 x	 half
26	 N	1	135	 R	1	 l	 right	2.377	1	 x	 half
26	 N	1	136	 x	0	 r	 x	3.067	1	6	 full
26	 N	1	137	 x	0	 r	 x	2.938	1	6	 full
26	 N	1	138	 R	0	 r	 x	11.892	1	 x	 half
26	 N	1	139	 L	0	 r	 x	10.731	1	 x	 half
26	 N	1	140	 R	0	 r	 x	11.12	1	 x	 half
26	 N	1	141	 L	0	 r	 x	8.705	1	 x	 half
26	 N	1	142	 x	0	 r	 x	14.036	1	1.7	 full
26	 N	1	143	 x	0	 r	 x	12.614	1	1.7	 full
26	 N	1	144	 x	1	 l	 left	2.087	1	6	 full
26	 N	1	145	 x	0	 r	 x	5.666	1	6	 full
26	 N	1	146	 R	0	 r	 x	11.801	1	 x	 half
26	 N	1	147	 x	1	 r	 left	13.712	0	1.7	 full
26	 N	1	148	 x	0	 r	 x	15.348	1	1.7	 full
26	 N	1	149	 L	1	 l	 left	1.858	1	 x	 half
26	 N	1	150	 L	1	 l	 left	1.87	1	 x	 half
26	 N	1	151	 L	1	 l	 left	2.398	1	 x	 half
26	 N	1	152	 x	0	 r	 x	23.021	1	1.7	 full
26	 N	1	153	 L	0	 r	 x	7.548	1	 x	 half
26	 N	1	154	 L	0	 r	 x	11.079	1	 x	 half
26	 N	1	155	 R	1	 r	 left	9.769	0	 x	 half
26	 N	1	156	 x	1	 r	 left	14.988	0	1.7	 full
26	 N	1	157	 x	0	 r	 x	16.895	1	1.7	 full
26	 N	1	158	 x	0	 r	 x	2.859	1	6	 full
26	 N	1	159	 R	0	 r	 x	8.853	1	 x	 half
26	 N	1	160	 R	0	 r	 x	8.265	1	 x	 half
26	 N	1	161	 x	1	 l	 left	2.169	1	6	 full
26	 N	1	162	 x	0	 r	 x	2.229	1	6	 full
26	 N	1	163	 R	1	 l	 right	1.978	1	 x	 half
26	 N	1	164	 L	1	 l	 left	2.243	1	 x	 half
26	 N	1	165	 x	0	 r	 x	21.153	1	1.7	 full
26	 N	1	166	 L	1	 r	 right	6.255	0	 x	 half
26	 N	1	167	 R	1	 r	 left	8.094	0	 x	 half
26	 N	1	168	 x	0	 r	 x	2.398	1	6	 full
26	 N	1	169	 x	0	 r	 x	7.914	1	1.7	 full
26	 N	1	170	 x	1	 l	 left	1.858	1	6	 full
26	 N	1	171	 x	0	 r	 x	2.188	1	6	 full
26	 N	1	172	 x	1	 l	 right	1.928	1	6	 full
26	 N	1	173	 x	1	 l	 right	1.978	1	6	 full
26	 N	1	174	 x	0	 r	 x	16.227	1	1.7	 full
26	 N	1	175	 x	1	 l	 right	1.998	1	6	 full
26	 N	1	176	 L	0	 r	 x	9.651	1	 x	 half
26	 N	1	177	 x	0	 r	 x	2.366	1	6	 full
26	 N	1	178	 R	1	 l	 right	2.038	1	 x	 half
26	 N	1	179	 L	0	 r	 x	13.759	1	 x	 half
26	 N	1	180	 x	0	 r	 x	17.11	1	1.7	 full
26	 N	1	181	 x	1	 l	 right	2.556	1	6	 full
26	 N	1	182	 x	0	 r	 x	3.867	1	6	 full
26	 N	1	183	 x	0	 r	 x	3.425	1	6	 full
26	 N	1	184	 x	0	 r	 x	2.088	1	6	 full
26	 N	1	185	 x	1	 l	 right	2.159	1	1.7	 full
26	 N	1	186	 x	1	 l	 left	1.829	1	6	 full
26	 N	1	187	 x	1	 l	 left	1.799	1	6	 full
26	 N	1	188	 x	0	 r	 x	3.438	1	6	 full
26	 N	1	189	 x	0	 r	 x	10.332	1	1.7	 full
26	 N	1	190	 L	1	 l	 left	1.931	1	 x	 half
26	 N	1	191	 x	1	 l	 left	1.729	1	6	 full
26	 N	1	192	 x	0	 r	 x	8.394	1	1.7	 full
26	 N	1	193	 x	1	 l	 left	1.828	1	1.7	 full
26	 N	1	194	 x	0	 r	 x	9.679	1	1.7	 full
26	 N	1	195	 L	0	 l	 x	11.7	0	 x	 half
26	 N	1	196	 x	1	 l	 left	2.878	1	6	 full
26	 N	1	197	 x	0	 r	 x	11.67	1	1.7	 full
26	 N	1	198	 x	1	 l	 left	1.809	1	6	 full
26	 N	1	199	 L	0	 r	 x	4.096	1	 x	 half
26	 N	1	200	 x	1	 l	 right	1.929	1	6	 full
26	 N	1	201	 x	0	 r	 x	12.869	1	1.7	 full
26	 N	1	202	 R	0	 r	 x	6.115	1	 x	 half
26	 N	1	203	 x	0	 r	 x	2.309	1	6	 full
26	 N	1	204	 x	0	 r	 x	8.044	1	1.7	 full
26	 N	1	205	 R	0	 r	 x	4.965	1	 x	 half
26	 N	1	206	 x	0	 r	 x	2.058	1	6	 full
26	 N	1	207	 L	1	 r	 right	8.614	0	 x	 half
26	 N	1	208	 x	1	 l	 right	2.095	1	6	 full
26	 N	1	209	 x	1	 l	 left	2.699	1	6	 full
26	 N	1	210	 L	0	 r	 x	7.155	1	 x	 half
26	 N	1	211	 x	1	 l	 right	2.009	1	6	 full
26	 N	1	212	 x	1	 l	 right	1.979	1	6	 full
26	 N	1	213	 L	1	 l	 right	2.307	1	 x	 half
26	 N	1	214	 x	1	 l	 left	2.059	1	6	 full
26	 N	1	215	 x	1	 l	 right	2.089	1	6	 full
26	 N	1	216	 x	0	 r	 x	2.698	1	6	 full
26	 N	1	217	 x	0	 r	 x	3.247	1	6	 full
26	 N	1	218	 x	1	 l	 left	1.848	1	6	 full
26	 N	1	219	 L	1	 r	 right	8.023	0	 x	 half
26	 N	1	220	 x	1	 r	 right	7.291	0	1.7	 full
26	 N	1	221	 x	1	 l	 right	3.258	1	1.7	 full
26	 N	1	222	 R	1	 l	 right	2.018	1	 x	 half
26	 N	1	223	 x	0	 r	 x	9.093	1	1.7	 full
26	 N	1	224	 x	1	 l	 right	3.176	1	1.7	 full
26	 N	1	225	 L	1	 l	 left	2.996	1	 x	 half
26	 N	1	226	 x	1	 l	 right	2.726	1	1.7	 full
26	 N	1	227	 x	0	 r	 x	5.725	1	1.7	 full
26	 N	1	228	 x	1	 l	 right	3.226	1	1.7	 full
26	 N	1	229	 x	1	 l	 left	2.109	1	6	 full
26	 N	1	230	 x	0	 r	 x	6.225	1	1.7	 full
26	 N	1	231	 x	1	 l	 left	1.837	1	6	 full
26	 N	1	232	 x	1	 r	 left	8.323	0	1.7	 full
26	 N	1	233	 R	1	 l	 left	8.923	1	 x	 half
26	 N	1	234	 L	1	 r	 right	7.644	0	 x	 half
26	 N	1	235	 x	0	 r	 x	10.202	1	1.7	 full
26	 N	1	236	 L	0	 r	 x	7.553	1	 x	 half
26	 N	1	237	 x	0	 r	 x	2.716	1	6	 full
26	 N	1	238	 L	0	 r	 x	7.431	1	 x	 half
26	 N	1	239	 x	0	 r	 x	2.049	1	6	 full
